"","id","date","steps","distance","tracker_distance","logged_activities_distance","very_active_distance","moderately_active_distance","light_active_distance","sedentary_active_distance","sedentary_minutes","calories","sleep_records","minutes_asleep","time_in_bed","weekday","percent_tracked","sleep_score","intensity_score","daily_activity_category","user_category","activity_type","minutes"
"1",1503960366,2016-03-25,11004,7.1100001335144,7.1100001335144,0,2.5699999332428,0.46000000834465,4.07000017166138,0,804,1819,NA,NA,NA,"Friday",0.731944444444444,NA,180.5,"Physically Active","Physically Active","lightly_active_minutes",205
"2",1503960366,2016-03-25,11004,7.1100001335144,7.1100001335144,0,2.5699999332428,0.46000000834465,4.07000017166138,0,804,1819,NA,NA,NA,"Friday",0.731944444444444,NA,180.5,"Physically Active","Physically Active","fairly_active_minutes",12
"3",1503960366,2016-03-25,11004,7.1100001335144,7.1100001335144,0,2.5699999332428,0.46000000834465,4.07000017166138,0,804,1819,NA,NA,NA,"Friday",0.731944444444444,NA,180.5,"Physically Active","Physically Active","very_active_minutes",33
"4",1503960366,2016-03-26,17609,11.5500001907349,11.5500001907349,0,6.92000007629395,0.730000019073486,3.91000008583069,0,588,2154,NA,NA,NA,"Saturday",0.672222222222222,NA,332,"Very Active","Physically Active","lightly_active_minutes",274
"5",1503960366,2016-03-26,17609,11.5500001907349,11.5500001907349,0,6.92000007629395,0.730000019073486,3.91000008583069,0,588,2154,NA,NA,NA,"Saturday",0.672222222222222,NA,332,"Very Active","Physically Active","fairly_active_minutes",17
"6",1503960366,2016-03-26,17609,11.5500001907349,11.5500001907349,0,6.92000007629395,0.730000019073486,3.91000008583069,0,588,2154,NA,NA,NA,"Saturday",0.672222222222222,NA,332,"Very Active","Physically Active","very_active_minutes",89
"7",1503960366,2016-03-27,12736,8.52999973297119,8.52999973297119,0,4.65999984741211,0.159999996423721,3.71000003814697,0,605,1944,NA,NA,NA,"Sunday",0.648611111111111,NA,251,"Very Active","Physically Active","lightly_active_minutes",268
"8",1503960366,2016-03-27,12736,8.52999973297119,8.52999973297119,0,4.65999984741211,0.159999996423721,3.71000003814697,0,605,1944,NA,NA,NA,"Sunday",0.648611111111111,NA,251,"Very Active","Physically Active","fairly_active_minutes",5
"9",1503960366,2016-03-27,12736,8.52999973297119,8.52999973297119,0,4.65999984741211,0.159999996423721,3.71000003814697,0,605,1944,NA,NA,NA,"Sunday",0.648611111111111,NA,251,"Very Active","Physically Active","very_active_minutes",56
"10",1503960366,2016-03-28,13231,8.93000030517578,8.93000030517578,0,3.19000005722046,0.790000021457672,4.94999980926514,0,1080,1932,NA,NA,NA,"Monday",0.946527777777778,NA,210,"Very Active","Physically Active","lightly_active_minutes",224
"11",1503960366,2016-03-28,13231,8.93000030517578,8.93000030517578,0,3.19000005722046,0.790000021457672,4.94999980926514,0,1080,1932,NA,NA,NA,"Monday",0.946527777777778,NA,210,"Very Active","Physically Active","fairly_active_minutes",20
"12",1503960366,2016-03-28,13231,8.93000030517578,8.93000030517578,0,3.19000005722046,0.790000021457672,4.94999980926514,0,1080,1932,NA,NA,NA,"Monday",0.946527777777778,NA,210,"Very Active","Physically Active","very_active_minutes",39
"13",1503960366,2016-03-29,12041,7.84999990463257,7.84999990463257,0,2.16000008583069,1.0900000333786,4.6100001335144,0,763,1886,NA,NA,NA,"Tuesday",0.7375,NA,205.5,"Physically Active","Physically Active","lightly_active_minutes",243
"14",1503960366,2016-03-29,12041,7.84999990463257,7.84999990463257,0,2.16000008583069,1.0900000333786,4.6100001335144,0,763,1886,NA,NA,NA,"Tuesday",0.7375,NA,205.5,"Physically Active","Physically Active","fairly_active_minutes",28
"15",1503960366,2016-03-29,12041,7.84999990463257,7.84999990463257,0,2.16000008583069,1.0900000333786,4.6100001335144,0,763,1886,NA,NA,NA,"Tuesday",0.7375,NA,205.5,"Physically Active","Physically Active","very_active_minutes",28
"16",1503960366,2016-03-30,10970,7.15999984741211,7.15999984741211,0,2.35999989509583,0.509999990463257,4.28999996185303,0,1174,1820,NA,NA,NA,"Wednesday",1,NA,184.5,"Physically Active","Physically Active","lightly_active_minutes",223
"17",1503960366,2016-03-30,10970,7.15999984741211,7.15999984741211,0,2.35999989509583,0.509999990463257,4.28999996185303,0,1174,1820,NA,NA,NA,"Wednesday",1,NA,184.5,"Physically Active","Physically Active","fairly_active_minutes",13
"18",1503960366,2016-03-30,10970,7.15999984741211,7.15999984741211,0,2.35999989509583,0.509999990463257,4.28999996185303,0,1174,1820,NA,NA,NA,"Wednesday",1,NA,184.5,"Physically Active","Physically Active","very_active_minutes",30
"19",1503960366,2016-03-31,12256,7.8600001335144,7.8600001335144,0,2.28999996185303,0.490000009536743,5.03999996185303,0,820,1889,NA,NA,NA,"Thursday",0.766666666666667,NA,197.5,"Physically Active","Physically Active","lightly_active_minutes",239
"20",1503960366,2016-03-31,12256,7.8600001335144,7.8600001335144,0,2.28999996185303,0.490000009536743,5.03999996185303,0,820,1889,NA,NA,NA,"Thursday",0.766666666666667,NA,197.5,"Physically Active","Physically Active","fairly_active_minutes",12
"21",1503960366,2016-03-31,12256,7.8600001335144,7.8600001335144,0,2.28999996185303,0.490000009536743,5.03999996185303,0,820,1889,NA,NA,NA,"Thursday",0.766666666666667,NA,197.5,"Physically Active","Physically Active","very_active_minutes",33
"22",1503960366,2016-04-01,12262,7.86999988555908,7.86999988555908,0,3.3199999332428,0.829999983310699,3.64000010490417,0,866,1868,NA,NA,NA,"Friday",0.7875,NA,215,"Physically Active","Physically Active","lightly_active_minutes",200
"23",1503960366,2016-04-01,12262,7.86999988555908,7.86999988555908,0,3.3199999332428,0.829999983310699,3.64000010490417,0,866,1868,NA,NA,NA,"Friday",0.7875,NA,215,"Physically Active","Physically Active","fairly_active_minutes",21
"24",1503960366,2016-04-01,12262,7.86999988555908,7.86999988555908,0,3.3199999332428,0.829999983310699,3.64000010490417,0,866,1868,NA,NA,NA,"Friday",0.7875,NA,215,"Physically Active","Physically Active","very_active_minutes",47
"25",1503960366,2016-04-02,11248,7.25,7.25,0,3,0.449999988079071,3.74000000953674,0,636,1843,NA,NA,NA,"Saturday",0.646527777777778,NA,213,"Physically Active","Physically Active","lightly_active_minutes",244
"26",1503960366,2016-04-02,11248,7.25,7.25,0,3,0.449999988079071,3.74000000953674,0,636,1843,NA,NA,NA,"Saturday",0.646527777777778,NA,213,"Physically Active","Physically Active","fairly_active_minutes",11
